text,amount_vnd,category,type
Sách Con đường chẳng mấy ai đi 123k hôm nay,123000,Giáo dục,Chi tiêu
Photo giấy ôn thi cho Khải 2 nghìn,2000,Giáo dục,Chi tiêu
Làm tóc 260 nghìn,260000,Hớt tóc,Chi tiêu
Thuốc nhứt răng 31k tiền,31000,Sức khỏe,Chi tiêu
Mượn tiền 2 đi Đà Lạt 2.5tr bằng tiền mặt,2500000,Trả nợ,Chi tiêu
130000,130000,4G,Chi tiêu
50000,50000,Tạp phẩm,Chi tiêu
3 ngày đi dạy SC 1tr bằng tiền mặt,1000000,Phiếu lương,Thu nhập
Thanh toán Cho Bằng mượn 1tr,1000000,Mượn tiền,Thu nhập
Thanh toán Đám cưới Huyền 500k,500000,Đám tiệc,Chi tiêu
Cho nội 200 nghìn,200000,Khác,Chi tiêu
Thanh toán Ship hàng sim 30k,30000,4G,Chi tiêu
Đám cưới Duyên 500k,500000,Đám tiệc,Chi tiêu
Đám cưới Duyên 500k hôm nay,500000,Đám tiệc,Chi tiêu
2 cho 500k 500k bằng tiền mặt,500000,Quà tặng,Thu nhập
78000,78000,Sức khỏe,Chi tiêu
Đám cưới Oanh 1tr,1000000,Giải trí,Chi tiêu
Bánh  nghìnem sinh nhật chị Nị 145 nghìn,145000,Đám tiệc,Chi tiêu
Ăn sinh nhật đại ca 300 nghìn,300000,Giải trí,Chi tiêu
Ăn uống đi thi 501k ck,501000,Tạp phẩm,Chi tiêu
Mượn 2 mua lẩu 500k ck,500000,Mượn tiền,Thu nhập
Thanh toán Mua caffe đi tòa 33k,33000,Cafe,Chi tiêu
Mượn a Hảo. Đã trả 100k bằng tiền mặt,100000,Trả nợ,Chi tiêu
Hùng tiền nhậu 100k ck,100000,Đám tiệc,Chi tiêu
Thanh toán Đội cho nằm bv 500k,500000,Quà tặng,Thu nhập
Tiền đặc thù 600k hôm nay,600000,Phiếu lương,Thu nhập
Mua caffe đi tòa 33k tiền,33000,Cafe,Chi tiêu
Phụ cấp tháng 10 2tr bằng tiền mặt,2000000,Phiếu lương,Thu nhập
Tiền nhặt bóng tennis 500k ck,500000,Quà tặng,Thu nhập
Sinh nhật anh Tiến 200k hôm nay,200000,Trả nợ,Chi tiêu
Thưởng cơ quan + định lượng 2tr,2000000,Quà tặng,Thu nhập
Caffe vs đám bạn 66k,66000,Cafe,Chi tiêu
"Đặc thù,  triệuuy lãnh, tiền ăn tết, bánh chưng, định lượng 5.4 triệu",5400000,Quà tặng,Thu nhập
Phụ cấp tháng 6/2025 2.1tr hôm nay,2100000,Phiếu lương,Thu nhập
Ăn uống vs bạn bè 200k tiền,200000,Giải trí,Chi tiêu
Mua xà bông gội đầu 30k hôm nay,30000,Mỹ phẩm chăm sóc da,Chi tiêu
Thanh toán Trả chị 2 1tr,1000000,Trả nợ,Chi tiêu
Thanh toán Uống nước vs bạn 168k,168000,Cafe,Chi tiêu
Đưa Cupe Tiên mượn 150k,150000,Mượn tiền,Thu nhập
Thanh toán Sinh nhật Linh 220k,220000,Đám tiệc,Chi tiêu
Đại ca lì xì 200k,200000,Quà tặng,Thu nhập
Bơi lội 30k,30000,Khác,Chi tiêu
143000,143000,Giải trí,Chi tiêu
Cho Cupe Tiên mượn đóng tiền học 300k tiền,300000,Mượn tiền,Thu nhập
Mua sách 182k ck,182000,Giáo dục,Chi tiêu
Thanh toán Ăn bửa lãnh lương 100k,100000,Phiếu lương,Thu nhập
Đám cưới Oanh 1tr,1000000,Giải trí,Chi tiêu
Mua caffe đi tòa 33k,33000,Cafe,Chi tiêu
Xăng 30k bằng tiền mặt,30000,Di chuyển,Chi tiêu
Phụ cấp tháng 10 2 triệu,2000000,Phiếu lương,Thu nhập
Lương tháng 3 3.9tr tiền,3850000,Phiếu lương,Thu nhập
Thanh toán Hớt tóc 100k,100000,Hớt tóc,Chi tiêu
Ăn uống vs bạn bè 200k bằng tiền mặt,200000,Giải trí,Chi tiêu
Trail leo núi Dinh BR VT 298k tiền,298000,Giải trí,Chi tiêu
Mua đồ ăn cơm 151k hôm nay,151000,Tạp phẩm,Chi tiêu
Sinh nhật Hậu vs a An vs chị Sương 300 nghìn,300000,Đám tiệc,Chi tiêu
Nc tẩy  triệuang + srm + bông tẩy  triệuang 395 nghìn,395000,Mỹ phẩm chăm sóc da,Chi tiêu
Mượn tiền 2 đi Đà Lạt 2.5 triệu,2500000,Trả nợ,Chi tiêu
Mua thuốc 28k bằng tiền mặt,28000,Sức khỏe,Chi tiêu
Lì xì 2 đứa con Bằng 100k,100000,Quà tặng,Thu nhập
Mua bánh xèo vào ăn vs Bằng 100k tiền,100000,Giải trí,Chi tiêu
Thay nhông sên dĩa + mua bánh  nghìnem + ăn uống lặt vặt 430 nghìn,430000,Mỹ phẩm chăm sóc da,Chi tiêu
Mượn chị 2 đóng học phí 1 triệu,1000000,Mượn tiền,Thu nhập
"Thanh toán Mua sách ""Đúng Việc"" 105k",105000,Giáo dục,Chi tiêu
Bông tẩy trang 26k,26000,Mỹ phẩm chăm sóc da,Chi tiêu
Xa bông 18k tiền,18000,Khác,Chi tiêu
Thuốc ngậm viêm răng khôn 5k tiền,5000,Sức khỏe,Chi tiêu
350000,350000,Đám tiệc,Chi tiêu
Hớt tóc 70k ck,70000,Hớt tóc,Chi tiêu
Nhổ răng 500 nghìn 500 nghìn,500000,Sức khỏe,Chi tiêu
Thanh toán Hớt tóc 50k,50000,Hớt tóc,Chi tiêu
Lương tháng 2 2.5 triệu,2500000,Phiếu lương,Thu nhập
Mượn chị 2 đóng học phí 1tr bằng tiền mặt,1000000,Mượn tiền,Thu nhập
Định lượng tháng 10 400 nghìn,400000,Phiếu lương,Thu nhập
Thuốc cảm 154k tiền,154000,Sức khỏe,Chi tiêu
Tiền dt tháng 8 800 nghìn,800000,Trả nợ,Chi tiêu
Trả Cupe Tiên 200k tiền,200000,Trả nợ,Chi tiêu
Wifi tháng 5 65k hôm nay,65000,4G,Chi tiêu
Mẹ cho 300k,300000,Quà tặng,Thu nhập
Mẹ cho 800 nghìn,800000,Quà tặng,Thu nhập
Trail leo núi Dinh BR VT 298k,298000,Giải trí,Chi tiêu
Thanh toán Mượn tiền ăn Cupe Tiên 450k,450000,Trả nợ,Chi tiêu
100000,100000,Khác,Chi tiêu
Làm tóc 260k,260000,Hớt tóc,Chi tiêu
Sinh tố bơ 39 nghìn,39000,Cafe,Chi tiêu
Hớt tóc 70 nghìn,70000,Hớt tóc,Chi tiêu
Mượn 2 mua lẩu 500k hôm nay,500000,Mượn tiền,Thu nhập
Học phí kỳ 1 UIT 6.3tr bằng tiền mặt,6320000,Giáo dục,Chi tiêu
Mua bánh xèo vào ăn vs Bằng 100k ck,100000,Giải trí,Chi tiêu
Bánh kem sinh nhật chị Nị 145k bằng tiền mặt,145000,Đám tiệc,Chi tiêu
48000,48000,Sức khỏe,Chi tiêu
Ăn uống 35k tiền,35000,Tạp phẩm,Chi tiêu
Mua bánh xèo vào ăn vs Bằng 100 nghìn,100000,Giải trí,Chi tiêu
Tay nghe bluetooth 196 nghìn,196000,Khác,Chi tiêu
Mượn a Hảo. Đã  triệuả 100 nghìn,100000,Trả nợ,Chi tiêu
Sáp khử mùi 119k bằng tiền mặt,119000,Mỹ phẩm chăm sóc da,Chi tiêu
120000,120000,4G,Chi tiêu
Ăn kem 30k bằng tiền mặt,30000,Cafe,Chi tiêu
Trả lại tiền ăn 100k tiền,100000,Trả nợ,Chi tiêu
Uống nước nghe nhạc 40k tiền,40000,Cafe,Chi tiêu
Ăn sáng 20k ck,20000,Tạp phẩm,Chi tiêu
Mua caffe đi tòa 33k,33000,Cafe,Chi tiêu
2 cho 500k 500k tiền,500000,Quà tặng,Thu nhập
Mạng 5g Viettel 150 nghìn,150000,4G,Chi tiêu
Sách Tài chính cá nhân dành cho người Việt Nam 157 nghìn,157000,Giáo dục,Chi tiêu
Đám cưới Huyền 500k,500000,Đám tiệc,Chi tiêu
Điện + wifi 222k hôm nay,222000,4G,Chi tiêu
200000,200000,Trả nợ,Chi tiêu
2386000,2386000,Phiếu lương,Thu nhập
Sách Tài chính cá nhân dành cho người Việt Nam 157 nghìn,157000,Giáo dục,Chi tiêu
Thanh toán Ăn sáng 160k,160000,Tạp phẩm,Chi tiêu
Ship hàng sim 30k bằng tiền mặt,30000,4G,Chi tiêu
Dây cáp mạng 120 nghìn,120000,4G,Chi tiêu
Lương tháng 7 180k,180000,Phiếu lương,Thu nhập
Tiền dt tháng 8 800k,800000,Trả nợ,Chi tiêu
6500000,6500000,Phiếu lương,Thu nhập
Mua sắm 250k ck,250000,Tạp phẩm,Chi tiêu
Trả tiền ăn cơ quan 150k tiền,150000,Phiếu lương,Thu nhập
Mua bánh kem sinh nhật anh 2 220k hôm nay,220000,Mỹ phẩm chăm sóc da,Chi tiêu
Thanh toán Đổ xăng 50k,50000,Di chuyển,Chi tiêu
2300000,2300000,Phiếu lương,Thu nhập
Rs tiền trong thẻ 126k tiền,126000,Khác,Chi tiêu
Mua bánh xèo vào ăn vs Bằng 100k,100000,Giải trí,Chi tiêu
Hớt tóc 50k tiền,50000,Hớt tóc,Chi tiêu
Xăng xe 30k tiền,30000,Di chuyển,Chi tiêu
Mua bánh xèo vào ăn vs Bằng 100k bằng tiền mặt,100000,Giải trí,Chi tiêu
75000,75000,Tạp phẩm,Chi tiêu
"Đổ xăng, mua chuối + caffe cúng, bánh 184k",184000,Di chuyển,Chi tiêu
Lì xì 200 nghìn,200000,Quà tặng,Thu nhập
100000,100000,Quà tặng,Thu nhập
Kem đánh răng 25k,25000,Mỹ phẩm chăm sóc da,Chi tiêu
Mua thuốc cảm ho sổ muỗi 48k,48000,Sức khỏe,Chi tiêu
Mượn chị 2 200 nghìn,200000,Mượn tiền,Thu nhập
Trả tiền chụp hình 40k,40000,Khác,Chi tiêu
"Thanh toán Sữa tắm 159k, gội đầu 155k, lăn khử mùi 115k 419k",419000,Mỹ phẩm chăm sóc da,Chi tiêu
Ăn sáng 140k hôm nay,140000,Tạp phẩm,Chi tiêu
Lương tháng 9 2tr bằng tiền mặt,1981000,Phiếu lương,Thu nhập
Nước coca coi phim 57k hôm nay,57000,Giải trí,Chi tiêu
Thanh toán Phụ cấp tháng 10 2tr,1952000,Phiếu lương,Thu nhập
210000,210000,Đám tiệc,Chi tiêu
Cho nội 200k,200000,Khác,Chi tiêu
Sinh nhật Mỹ Nhàn 600k,600000,Đám tiệc,Chi tiêu
120000,120000,Tạp phẩm,Chi tiêu
30000,30000,Hớt tóc,Chi tiêu
Định lượng tháng 10 400 nghìn,400000,Phiếu lương,Thu nhập
"Mua sách ""Thay đổi thói quen đánh thức chính mình"" 299k",299000,Giáo dục,Chi tiêu
35000,35000,Khác,Chi tiêu
Đám cưới 500k ck,500000,Đám tiệc,Chi tiêu
Sinh nhật anh Tiến 200k,200000,Trả nợ,Chi tiêu
Mua bánh  nghìnem sinh nhật anh 2 220 nghìn,220000,Mỹ phẩm chăm sóc da,Chi tiêu
Đám cưới Duyên 500k tiền,500000,Đám tiệc,Chi tiêu
Sim 5gb 1.1tr,1050000,4G,Chi tiêu
Nạp tiền dt mua mạng 130 nghìn,130000,4G,Chi tiêu
"Thanh toán Hỗ trợ, hướng dẫn sư cô 2 buổi về AI 400k",400000,Quà tặng,Thu nhập
145000,145000,Giáo dục,Chi tiêu
Đi bơi 40k hôm nay,40000,Khác,Chi tiêu
Thanh toán Phụ cấp tháng 6/2025 2.1tr,2100000,Phiếu lương,Thu nhập
Thuốc nhỏ mắt 20k bằng tiền mặt,20000,Sức khỏe,Chi tiêu
840000,840000,Trả nợ,Chi tiêu
Thanh toán Photo công chứng 60k,60000,Khác,Chi tiêu
3 ngày đi dạy SC 1tr,1000000,Phiếu lương,Thu nhập
110000,110000,Khác,Chi tiêu
Đám cưới 500k tiền,500000,Đám tiệc,Chi tiêu
500000,500000,Quà tặng,Thu nhập
Thanh toán Sinh tố bơ 39k,39000,Cafe,Chi tiêu
Phụ cấp tháng 10 2tr ck,2000000,Phiếu lương,Thu nhập
Thanh toán Sinh tố bơ 39k,39000,Cafe,Chi tiêu
Thanh toán Mua 2 ngày thuốc cảm 40k,40000,Sức khỏe,Chi tiêu
Mua quần lót 250k bằng tiền mặt,250000,Tạp phẩm,Chi tiêu
Mua bánh kem cho a 2 20k tiền,20000,Mỹ phẩm chăm sóc da,Chi tiêu
30000,30000,Hớt tóc,Chi tiêu
Sinh nhật Hậu vs a An vs chị Sương 300k tiền,300000,Đám tiệc,Chi tiêu
Định lượng tháng 10 400 nghìn,400000,Phiếu lương,Thu nhập
Mua nc muối 10 nghìn,10000,Sức khỏe,Chi tiêu
Thanh toán Tiền trả góp dt tháng 9 840k,840000,Trả nợ,Chi tiêu
100000,100000,Khác,Chi tiêu
Trà sữa 40k bằng tiền mặt,40000,Cafe,Chi tiêu
Mua bánh kem sn Vương 50k,50000,Mỹ phẩm chăm sóc da,Chi tiêu
1000000,1000000,Trả nợ,Chi tiêu
K rõ tiền đâu ra 27k,27000,Quà tặng,Thu nhập
Vaselines khô môi 65k bằng tiền mặt,65000,Mỹ phẩm chăm sóc da,Chi tiêu
Lương tháng 7 180k bằng tiền mặt,180000,Phiếu lương,Thu nhập
Thanh toán Caffe vs đám bạn 66k,66000,Cafe,Chi tiêu
Thuốc cảm 78 nghìn,78000,Sức khỏe,Chi tiêu
Hiến máu 50k ck,50000,Quà tặng,Thu nhập
230000,230000,Giáo dục,Chi tiêu
Trail leo núi Dinh BR VT 298k tiền,298000,Giải trí,Chi tiêu
Thưởng cơ quan 3.2tr,3200000,Quà tặng,Thu nhập
Mạng 5g Viettel 150k tiền,150000,4G,Chi tiêu
Lãnh lương tháng 6 6.5tr hôm nay,6500000,Phiếu lương,Thu nhập
Định lượng tháng 10 400 nghìn,400000,Phiếu lương,Thu nhập
Thanh toán Cho Hậu mượn 200k,200000,Mượn tiền,Thu nhập
Ăn kem 30k ck,30000,Cafe,Chi tiêu
Gửi thư xin học lại 18k bằng tiền mặt,18000,Giáo dục,Chi tiêu
Mẹ cho 500k hôm nay,500000,Quà tặng,Thu nhập
Thuốc nhứt răng 31k hôm nay,31000,Sức khỏe,Chi tiêu
50000,50000,Di chuyển,Chi tiêu
Viettel 5G 150k,150000,4G,Chi tiêu
30000,30000,Di chuyển,Chi tiêu
Ăn kem 30k ck,30000,Cafe,Chi tiêu
Mua sách 182k tiền,182000,Giáo dục,Chi tiêu
Trả chị 2 300k tiền,300000,Trả nợ,Chi tiêu
Tiền  triệuả góp điện thoại tháng 7 830 nghìn,830000,Trả nợ,Chi tiêu
Mẹ cho NHƯNG LÀ MƯỢN 2TR 2tr bằng tiền mặt,2000000,Mượn tiền,Thu nhập
Mua lốc sữa Ensure cho mami 220k bằng tiền mặt,220000,Sức khỏe,Chi tiêu
Đưa cupe Tiên mượn 150k 150k hôm nay,150000,Mượn tiền,Thu nhập
Mua nước rửa tay 70k tiền,70000,Tạp phẩm,Chi tiêu
Cho Khải mua cầu 10k tiền,10000,Giải trí,Chi tiêu
Mạng 5g Viettel 150k,150000,4G,Chi tiêu
Thanh toán Đưa cupe Tiên mượn 150k 150k,150000,Mượn tiền,Thu nhập
Ăn uống vs bạn bè 200k bằng tiền mặt,200000,Giải trí,Chi tiêu
Cô A.Linh gửi 500k ck,500000,Quà tặng,Thu nhập
Kem rạng da 327k ck,327000,Mỹ phẩm chăm sóc da,Chi tiêu
Thanh toán Sim 5gb 1.1tr,1050000,4G,Chi tiêu
Mua sách 155k bằng tiền mặt,155000,Giáo dục,Chi tiêu
400000,400000,Phiếu lương,Thu nhập
255000,255000,4G,Chi tiêu
Wifi 130k ck,130000,4G,Chi tiêu
Mua xà bông gội đầu 30k tiền,30000,Mỹ phẩm chăm sóc da,Chi tiêu
Đi xe xuống cơ quan 250k bằng tiền mặt,250000,Di chuyển,Chi tiêu
Mạng 150k tiền,150000,4G,Chi tiêu
Photo công chứng 60 nghìn,60000,Khác,Chi tiêu
Ăn uống vs bạn bè 200k,200000,Giải trí,Chi tiêu
Caffe vs đám bạn 66k ck,66000,Cafe,Chi tiêu
Hớt tóc 70k tiền,70000,Hớt tóc,Chi tiêu
Mua caffe đi tòa 33k tiền,33000,Cafe,Chi tiêu
Thuốc nhỏ mắt 20k,20000,Sức khỏe,Chi tiêu
Hớt tóc 50k bằng tiền mặt,50000,Hớt tóc,Chi tiêu
100000,100000,Trả nợ,Chi tiêu
Mượn chị 2 300k ck,300000,Mượn tiền,Thu nhập
Kem đánh răng 25k hôm nay,25000,Mỹ phẩm chăm sóc da,Chi tiêu
Ăn sáng + trả 2 bửa ăn sáng Thịnh 80k hôm nay,80000,Tạp phẩm,Chi tiêu
50000,50000,Tạp phẩm,Chi tiêu
Ăn sáng 40k hôm nay,40000,Tạp phẩm,Chi tiêu
Phụ cấp tháng 10 2tr,1952000,Phiếu lương,Thu nhập
Mua bánh pía kim sa chuẩn bị trail 95k ck,95000,Tạp phẩm,Chi tiêu
Phụ cấp tháng 12/2025 2.3tr tiền,2300000,Phiếu lương,Thu nhập
Mua bánh kem sn Vương 50k hôm nay,50000,Mỹ phẩm chăm sóc da,Chi tiêu
Không nhớ rõ hoặc nhầm 96 nghìn,96000,Khác,Chi tiêu
Đưa cupe Tiên mượn 150 nghìn 150 nghìn,150000,Mượn tiền,Thu nhập
Mua sách 182k ck,182000,Giáo dục,Chi tiêu
Mua thuốc cảm uống 32k hôm nay,32000,Sức khỏe,Chi tiêu
Cho Hậu mượn 100k 100k,100000,Mượn tiền,Thu nhập
Ship hàng sim 30 nghìn,30000,4G,Chi tiêu
Áo + 50k giải CLB Runner LA 200k bằng tiền mặt,200000,Trả nợ,Chi tiêu
Hớt tóc 35k tiền,35000,Hớt tóc,Chi tiêu
Tiền ăn 500k ck,500000,Trả nợ,Chi tiêu
Trà sữa 40 nghìn,40000,Cafe,Chi tiêu
Dây cáp mạng 120k bằng tiền mặt,120000,4G,Chi tiêu
Thanh toán Ăn sáng 30k,30000,Tạp phẩm,Chi tiêu
Mẹ cho 500k 500k bằng tiền mặt,500000,Quà tặng,Thu nhập
Thanh toán Tiền mẹ cho 80k,80000,Quà tặng,Thu nhập
20000,20000,Di chuyển,Chi tiêu
Sim 5gb 1.1 triệu,1050000,4G,Chi tiêu
Cupe Tiên cho 200 nghìn,200000,Quà tặng,Thu nhập
K rõ 120k ck,120000,Khác,Chi tiêu
Thanh toán Trả tiền cupe Tiên 500k,500000,Trả nợ,Chi tiêu
Phụ cấp tháng 10 2tr tiền,1952000,Phiếu lương,Thu nhập
Trả lại tiền ăn 100k hôm nay,100000,Trả nợ,Chi tiêu
Trả chị 2 1tr ck,1000000,Trả nợ,Chi tiêu
Lì xì 50k hôm nay,50000,Quà tặng,Thu nhập
Đổ xăng 50k tiền,50000,Di chuyển,Chi tiêu
Thanh toán Mua xà bông gội đầu 30k,30000,Mỹ phẩm chăm sóc da,Chi tiêu
Ăn sáng 40k,40000,Tạp phẩm,Chi tiêu
Hùng tiền tất niên 100k bằng tiền mặt,100000,Trả nợ,Chi tiêu
Hùng tiền tất niên 100k ck,100000,Trả nợ,Chi tiêu
Xà bông gội đầu 25k ck,25000,Mỹ phẩm chăm sóc da,Chi tiêu
Ăn uống đi bệnh viện 143 nghìn,143000,Giải trí,Chi tiêu
Thanh toán Bông tẩy trang 26k,26000,Mỹ phẩm chăm sóc da,Chi tiêu
Hớt tóc 50k ck,50000,Hớt tóc,Chi tiêu
Hớt tóc 50k tiền,50000,Hớt tóc,Chi tiêu
146000,146000,Giải trí,Chi tiêu
Bame cho 100k tiền,100000,Khác,Chi tiêu
Thanh toán Mua thuốc 60k,60000,Sức khỏe,Chi tiêu
Mua caffe đi tòa 33k bằng tiền mặt,33000,Cafe,Chi tiêu
Mẹ cho 1tr hôm nay,1000000,Quà tặng,Thu nhập
Sim 5gb 1.1tr hôm nay,1050000,4G,Chi tiêu
Đổi xăng 30k tiền,30000,Di chuyển,Chi tiêu
Thanh toán Di chuyển 50k,50000,Di chuyển,Chi tiêu
155000,155000,Giáo dục,Chi tiêu
Thanh toán Mạng 5G 150k,150000,4G,Chi tiêu
Sách: Hiểu hết về tiền 230k hôm nay,230000,Giáo dục,Chi tiêu
Uống nước vs bạn 168 nghìn,168000,Cafe,Chi tiêu
Ăn uống 300k,300000,Tạp phẩm,Chi tiêu
Dây đeo đồng hồ 310k tiền,310000,Khác,Chi tiêu
Yến mạch trái cây 42k bằng tiền mặt,42000,Tạp phẩm,Chi tiêu
"Sách ""Chinh phục những điều bất khả thi"" 163k hôm nay",163000,Giáo dục,Chi tiêu
Thanh toán Mẹ cho 300k 300k,300000,Quà tặng,Thu nhập
Rút tiết kiệm 300k bằng tiền mặt,300000,Khác,Chi tiêu
Cắt tóc 60k hôm nay,60000,Hớt tóc,Chi tiêu
Mua caffe đi tòa 33k,33000,Cafe,Chi tiêu
Mạng 5g Viettel 150k,150000,4G,Chi tiêu
Viettel 5G 150 nghìn,150000,4G,Chi tiêu
Hớt tóc 35k ck,35000,Hớt tóc,Chi tiêu
Hớt tóc 70k ck,70000,Hớt tóc,Chi tiêu
Cọc tiền dt 450k ck,450000,Trả nợ,Chi tiêu
Lương tháng 10 2tr,1990000,Phiếu lương,Thu nhập
Thay nhông sên dĩa + mua bánh kem + ăn uống lặt vặt 430k tiền,430000,Mỹ phẩm chăm sóc da,Chi tiêu
Thanh toán Hớt tóc 60k,60000,Hớt tóc,Chi tiêu
Lương tháng 7 1.8tr bằng tiền mặt,1800000,Phiếu lương,Thu nhập
Xăng xe 50k ck,50000,Di chuyển,Chi tiêu
Thanh toán Mẹ cho NHƯNG LÀ MƯỢN 2TR 2tr,2000000,Mượn tiền,Thu nhập
Hậu trả tiền 100k + đóng tiền nhà dư 100k 200k bằng tiền mặt,200000,Tạp phẩm,Chi tiêu
Photo giấy ôn thi cho Khải 2 nghìn,2000,Giáo dục,Chi tiêu
Mua sữa cho nội 300k hôm nay,300000,Mượn tiền,Thu nhập
Mua lăn nách 79k,79000,Sức khỏe,Chi tiêu
150000,150000,4G,Chi tiêu
Ăn sáng 99k ck,99000,Tạp phẩm,Chi tiêu
Thanh toán Sách Con đường chẳng mấy ai đi 123k,123000,Giáo dục,Chi tiêu
Wifi tháng 5 65k hôm nay,65000,4G,Chi tiêu
Gửi thư xin học lại 18k hôm nay,18000,Giáo dục,Chi tiêu
Thanh toán Phụ cấp tháng 10 2tr,2000000,Phiếu lương,Thu nhập
Uống nước vs bạn 168k tiền,168000,Cafe,Chi tiêu
Kem rạng da 327k,327000,Mỹ phẩm chăm sóc da,Chi tiêu
Sinh tố bơ 39k tiền,39000,Cafe,Chi tiêu
Thanh toán Xem phim công tử bạc liêu 146k,146000,Giải trí,Chi tiêu
Lương tháng 10 2tr ck,1990000,Phiếu lương,Thu nhập
Phụ cấp tháng 12/2025 2.3 triệu,2300000,Phiếu lương,Thu nhập
98000,98000,Sức khỏe,Chi tiêu
Photo document English 60 nghìn,60000,Giáo dục,Chi tiêu
K rõ tiền đâu ra 27k bằng tiền mặt,27000,Quà tặng,Thu nhập
Uống nước 30k hôm nay,30000,Tạp phẩm,Chi tiêu
Thanh toán 4G 5k,5000,4G,Chi tiêu
Mẹ cho 500k,500000,Quà tặng,Thu nhập
Sinh tố bơ 39k bằng tiền mặt,39000,Cafe,Chi tiêu
Mượn tiền 200k tiền,200000,Mượn tiền,Thu nhập
Thanh toán Lì xì 200k,200000,Quà tặng,Thu nhập
Mạng 5g Viettel 150k ck,150000,4G,Chi tiêu
Lương tháng 2 2.5tr tiền,2500000,Phiếu lương,Thu nhập
Mua 2 ngày thuốc 100 nghìn,100000,Sức khỏe,Chi tiêu
Mua 2 ngày thuốc cảm 40k tiền,40000,Sức khỏe,Chi tiêu
Nạp tiền dt mua mạng 130k bằng tiền mặt,130000,4G,Chi tiêu
Sách: Hiểu hết về tiền 230k ck,230000,Giáo dục,Chi tiêu
300000,300000,Quà tặng,Thu nhập
Lì xì 2 đứa con Bằng 100 nghìn,100000,Quà tặng,Thu nhập
Học phí  nghìnỳ 1 UIT 6.3 triệu,6320000,Giáo dục,Chi tiêu
Đổ xăng 50k hôm nay,50000,Di chuyển,Chi tiêu
60000,60000,Hớt tóc,Chi tiêu
Thanh toán Mua kẹo ngậm 10k,10000,Sức khỏe,Chi tiêu
Điện + wifi 222k tiền,222000,4G,Chi tiêu
Trà sữa 40k ck,40000,Cafe,Chi tiêu
Khác 18k,18000,Khác,Chi tiêu
Tiền chú Sơn CSGT đãi tiệc chú Tùng 500 nghìn,500000,Quà tặng,Thu nhập
Đổ xăng 20k,20000,Di chuyển,Chi tiêu
Khác 100k tiền,100000,Khác,Chi tiêu
Xin mẹ 200k bỏ bóp hớt tóc 200k tiền,200000,Quà tặng,Thu nhập
Cho nội 200k,200000,Khác,Chi tiêu
Sinh nhật Linh 220k tiền,220000,Đám tiệc,Chi tiêu
Hiến máu 50 nghìn,50000,Quà tặng,Thu nhập
Xăng 50 nghìn,50000,Di chuyển,Chi tiêu
Mẹ cho 500k hôm nay,500000,Quà tặng,Thu nhập
30000,30000,Di chuyển,Chi tiêu
Đám cưới Ngân Ngân 400k bằng tiền mặt,400000,Đám tiệc,Chi tiêu
Mua nước rửa tay 40k hôm nay,40000,Tạp phẩm,Chi tiêu
Ăn bửa lãnh lương 100k tiền,100000,Phiếu lương,Thu nhập
"Sách ""Một đời như kẻ tìm đường"" 135k ck",135000,Giáo dục,Chi tiêu
Thanh toán Sinh tố bơ 39k,39000,Cafe,Chi tiêu
Mua caffe đi tòa 33 nghìn,33000,Cafe,Chi tiêu
Mua thùng mì 100k bằng tiền mặt,100000,Tạp phẩm,Chi tiêu
Lương tháng 7 1.8tr hôm nay,1800000,Phiếu lương,Thu nhập
Uống nước vs bạn 168k tiền,168000,Cafe,Chi tiêu
"Mua sách ""Đúng Việc"" 105k hôm nay",105000,Giáo dục,Chi tiêu
Reset tiền 1.5 triệu,1453000,Quà tặng,Thu nhập
Thanh toán Đi Vũng Tàu vs Cupe Tiên 1.4tr,1414000,Di chuyển,Chi tiêu
230000,230000,Giáo dục,Chi tiêu
Sinh tố bơ 39k,39000,Cafe,Chi tiêu
Thuốc men 40k bằng tiền mặt,40000,Sức khỏe,Chi tiêu
Đưa cupe Tiên mượn 150k 150k,150000,Mượn tiền,Thu nhập
Mẹ cho 1tr 1tr bằng tiền mặt,1000000,Quà tặng,Thu nhập
50000,50000,Quà tặng,Thu nhập
Ăn cơm trưa 38k hôm nay,38000,Tạp phẩm,Chi tiêu
Thanh toán Đám cưới 500k,500000,Đám tiệc,Chi tiêu
Ăn sáng 25k,25000,Tạp phẩm,Chi tiêu
Đổ xăng 20k tiền,20000,Di chuyển,Chi tiêu
Cho Bằng mượn 1tr,1000000,Mượn tiền,Thu nhập
Học phí UIT kỳ 4 50% 3.9tr,3915000,Giáo dục,Chi tiêu
10000,10000,Sức khỏe,Chi tiêu
184000,184000,Tạp phẩm,Chi tiêu
Lì xì 50k tiền,50000,Quà tặng,Thu nhập
Thanh toán Phụ cấp tháng 6/2025 2.1tr,2100000,Phiếu lương,Thu nhập
60000,60000,Hớt tóc,Chi tiêu
Card wifi 255k hôm nay,255000,4G,Chi tiêu
Mượn a Hảo. Đã trả 100k hôm nay,100000,Trả nợ,Chi tiêu
Caffe 100k bằng tiền mặt,100000,Mượn tiền,Thu nhập
Thưởng tết 5.7tr,5700000,Phiếu lương,Thu nhập
Dao cạo râu 22k bằng tiền mặt,22000,Mỹ phẩm chăm sóc da,Chi tiêu
500000,500000,Quà tặng,Thu nhập
Đổ xăng 30k bằng tiền mặt,30000,Di chuyển,Chi tiêu
Xăng 30k,30000,Di chuyển,Chi tiêu
50000,50000,Di chuyển,Chi tiêu
