text,amount_vnd,category,type
Ăn sáng 35 nghìn,35000,Tạp phẩm,Chi tiêu
Hớt tóc 70k bằng tiền mặt,70000,Hớt tóc,Chi tiêu
Nạp tiền dt mua mạng 10k hôm nay,10000,4G,Chi tiêu
Caffe vs đám bạn 66 nghìn,66000,Cafe,Chi tiêu
Thuốc 7 ngày 98k ck,98000,Sức khỏe,Chi tiêu
Đám cưới 500k tiền,500000,Đám tiệc,Chi tiêu
Đám cưới Ngân Ngân 400k tiền,400000,Đám tiệc,Chi tiêu
Nc tẩy trang 165k ck,165000,Mỹ phẩm chăm sóc da,Chi tiêu
Học phí UIT kỳ 2 7tr,6960000,Giáo dục,Chi tiêu
Ăn sinh nhật đại ca 300k tiền,300000,Giải trí,Chi tiêu
10000,10000,Khác,Chi tiêu
2000,2000,Giáo dục,Chi tiêu
Phụ cấp tháng 9 2tr tiền,1953000,Phiếu lương,Thu nhập
Trả tiền chụp hình 40k,40000,Khác,Chi tiêu
"Sách ""Một đời như kẻ tìm đường"" 135k ck",135000,Giáo dục,Chi tiêu
Xăng 30k hôm nay,30000,Di chuyển,Chi tiêu
3 hộp bánh cuốn Ăn sáng 75k tiền,75000,Tạp phẩm,Chi tiêu
1953000,1953000,Phiếu lương,Thu nhập
"Sách ""Chinh phục những điều bất khả thi"" 163k tiền",163000,Giáo dục,Chi tiêu
Ăn kem 30k,30000,Cafe,Chi tiêu
Mua bánh canh + ăn bánh tráng tối 47k tiền,47000,Tạp phẩm,Chi tiêu
Đổ xăng 30k,30000,Di chuyển,Chi tiêu
Đổ xăng 30k hôm nay,30000,Di chuyển,Chi tiêu
Tay nghe bluetooth 196 nghìn,196000,Khác,Chi tiêu
Mua caffe đi tòa 33k tiền,33000,Cafe,Chi tiêu
Trả nợ chị 2 1.5 triệu,1500000,Trả nợ,Chi tiêu
Mượn 2 3tr 3tr ck,3000000,Mượn tiền,Thu nhập
Wifi 130k ck,130000,4G,Chi tiêu
Mua dầu gội clear 185k bằng tiền mặt,185000,Mỹ phẩm chăm sóc da,Chi tiêu
20000,20000,Di chuyển,Chi tiêu
Lương tháng 3 3.9tr,3850000,Phiếu lương,Thu nhập
120000,120000,Tạp phẩm,Chi tiêu
20000,20000,Khác,Chi tiêu
Thanh toán Phụ cấp tháng 11 2.4tr,2386000,Phiếu lương,Thu nhập
Mua lốc sữa Ensure cho mami 220k tiền,220000,Sức khỏe,Chi tiêu
Viettel 5G 150k,150000,4G,Chi tiêu
Sách: Một cuốn sách về chủ nghĩa tối giản 171k hôm nay,171000,Giáo dục,Chi tiêu
2300000,2300000,Phiếu lương,Thu nhập
Thanh toán Uống nước vs bạn 168k,168000,Cafe,Chi tiêu
500000,500000,Quà tặng,Thu nhập
Mua bánh xèo vào ăn vs Bằng 100k ck,100000,Giải trí,Chi tiêu
Hớt tóc 70k,70000,Hớt tóc,Chi tiêu
Thanh toán Áo + 50k giải CLB Runner LA 200k,200000,Trả nợ,Chi tiêu
Cho Khải mua cầu 10k hôm nay,10000,Giải trí,Chi tiêu
5G 150k tiền,150000,4G,Chi tiêu
Mua bánh kem cho a 2 20k tiền,20000,Mỹ phẩm chăm sóc da,Chi tiêu
Xăng xe 30k tiền,30000,Di chuyển,Chi tiêu
Mua dầu gội clear 185k ck,185000,Mỹ phẩm chăm sóc da,Chi tiêu
Sinh nhật anh Tiến 200k hôm nay,200000,Trả nợ,Chi tiêu
Phụ cấp tháng 5/2025 2.2 triệu,2220000,Phiếu lương,Thu nhập
Ăn vặt 88 nghìn,88000,Tạp phẩm,Chi tiêu
200000,200000,Trả nợ,Chi tiêu
Mẹ cho 1 triệu 1 triệu,1000000,Quà tặng,Thu nhập
Trả Cupe Tiên 200k hôm nay,200000,Trả nợ,Chi tiêu
Mẹ 500k + Cô 5 500k 1tr hôm nay,1000000,Quà tặng,Thu nhập
Bán chai nc hoa poss 150k ck,150000,Khác,Chi tiêu
Mua đồ ăn 75k bằng tiền mặt,75000,Tạp phẩm,Chi tiêu
Thanh toán Mẹ cho NHƯNG LÀ MƯỢN 2TR 2tr,2000000,Mượn tiền,Thu nhập
Thanh toán Tiền trả góp dt tháng 9 840k,840000,Trả nợ,Chi tiêu
Cho Hậu mượn 200k,200000,Mượn tiền,Thu nhập
20000,20000,Mỹ phẩm chăm sóc da,Chi tiêu
Thanh toán Sinh tố bơ 39k,39000,Cafe,Chi tiêu
60000,60000,Giáo dục,Chi tiêu
Chụp hình 4x6 75k bằng tiền mặt,75000,Khác,Chi tiêu
Nạp tiền dt mua mạng 10 nghìn,10000,4G,Chi tiêu
Tiền ăn 2 cho 101k ck,101000,Quà tặng,Thu nhập
Mượn tiền mua sách 120k 120k tiền,120000,Mượn tiền,Thu nhập
Dao cạo râu 22k tiền,22000,Mỹ phẩm chăm sóc da,Chi tiêu
184000,184000,Tạp phẩm,Chi tiêu
Khác 24k bằng tiền mặt,24000,Khác,Chi tiêu
200000,200000,Khác,Chi tiêu
Vaselines khô môi 65k hôm nay,65000,Mỹ phẩm chăm sóc da,Chi tiêu
Mẹ cho 1tr 1tr ck,1000000,Quà tặng,Thu nhập
Photo giấy ôn thi cho Khải 2 nghìn,2000,Giáo dục,Chi tiêu
350000,350000,Đám tiệc,Chi tiêu
Sinh nhật Linh 220k hôm nay,220000,Đám tiệc,Chi tiêu
Phụ cấp tháng 11 2.4tr tiền,2386000,Phiếu lương,Thu nhập
Đám cưới 500k ck,500000,Đám tiệc,Chi tiêu
Định lượng tháng 10 400 nghìn,400000,Phiếu lương,Thu nhập
Sinh nhật Linh 220k ck,220000,Đám tiệc,Chi tiêu
Hớt tóc 50k tiền,50000,Hớt tóc,Chi tiêu
2000000,2000000,Mượn tiền,Thu nhập
Học phí UIT kỳ 3 7.8tr bằng tiền mặt,7830000,Giáo dục,Chi tiêu
Mua caffe đi tòa 33k ck,33000,Cafe,Chi tiêu
Thanh toán Uống nước vs bạn 168k,168000,Cafe,Chi tiêu
Mua dầu gội clear 185k bằng tiền mặt,185000,Mỹ phẩm chăm sóc da,Chi tiêu
Thanh toán Đám cưới Ngân Ngân 400k,400000,Đám tiệc,Chi tiêu
Cho Bằng mượn 1tr ck,1000000,Mượn tiền,Thu nhập
Sinh nhật Linh 220k tiền,220000,Đám tiệc,Chi tiêu
Lì xì 50k hôm nay,50000,Quà tặng,Thu nhập
Mẹ cho 500 nghìn,500000,Quà tặng,Thu nhập
Tiền mẹ cho 80k tiền,80000,Quà tặng,Thu nhập
40000,40000,Cafe,Chi tiêu
Mua bánh xèo vào ăn vs Bằng 100k bằng tiền mặt,100000,Giải trí,Chi tiêu
Mua rau má + bánh 55k hôm nay,55000,Tạp phẩm,Chi tiêu
Trả chị 2 300 nghìn,300000,Trả nợ,Chi tiêu
Thanh toán Đổi xăng 30k,30000,Di chuyển,Chi tiêu
Trả nợ chị 2 1.5tr ck,1500000,Trả nợ,Chi tiêu
Tiền ăn lễ 225k ck,225000,Phiếu lương,Thu nhập
Thanh toán Mua caffe đi tòa 33k,33000,Cafe,Chi tiêu
Mượn chị 2 300k tiền,300000,Mượn tiền,Thu nhập
Tiền dt tháng 8 800k,800000,Trả nợ,Chi tiêu
Nước coca coi phim 57k bằng tiền mặt,57000,Giải trí,Chi tiêu
Cupe Tiên chuyển tiền 227 nghìn,227000,Khác,Chi tiêu
Lì xi  triệuưởng CAH 500 nghìn,500000,Quà tặng,Thu nhập
Mua thuốc cảm uống 32k hôm nay,32000,Sức khỏe,Chi tiêu
Mua bánh kem sn Vương 50k ck,50000,Mỹ phẩm chăm sóc da,Chi tiêu
20000,20000,Tạp phẩm,Chi tiêu
"Sách ""Chinh phục những điều bất khả thi"" 163k ck",163000,Giáo dục,Chi tiêu
Bánh kem sinh nhật chị Nị 145k hôm nay,145000,Đám tiệc,Chi tiêu
Mua bánh kem sn Vương 50k tiền,50000,Mỹ phẩm chăm sóc da,Chi tiêu
Nước coca coi phim 57k hôm nay,57000,Giải trí,Chi tiêu
70000,70000,Hớt tóc,Chi tiêu
10000,10000,Sức khỏe,Chi tiêu
Trà sữa 40k,40000,Cafe,Chi tiêu
Bánh kem sinh nhật chị Nị 145k bằng tiền mặt,145000,Đám tiệc,Chi tiêu
Hớt tóc + cao lông mặt 70k,70000,Sức khỏe,Chi tiêu
Mua sữa cho nội 300k hôm nay,300000,Mượn tiền,Thu nhập
Đám cưới Oanh 1 triệu,1000000,Giải trí,Chi tiêu
Làm tóc 260 nghìn,260000,Hớt tóc,Chi tiêu
Thanh toán Thay nhớt 115k,115000,Di chuyển,Chi tiêu
Xà bông gội đầu 15k,15000,Mỹ phẩm chăm sóc da,Chi tiêu
Sửa rửa mặt 283 nghìn,283000,Mỹ phẩm chăm sóc da,Chi tiêu
Tiền gửi xe đi làm giấy tờ 30k,30000,Di chuyển,Chi tiêu
145000,145000,Đám tiệc,Chi tiêu
Lì xi  triệuưởng CAH 500 nghìn,500000,Quà tặng,Thu nhập
Sinh nhật Hậu vs a An vs chị Sương 300 nghìn,300000,Đám tiệc,Chi tiêu
Ăn uống 35k tiền,35000,Tạp phẩm,Chi tiêu
Ăn sáng 40k hôm nay,40000,Tạp phẩm,Chi tiêu
Thanh toán Xăng 50k,50000,Di chuyển,Chi tiêu
Thanh toán Bông tẩy trang 26k,26000,Mỹ phẩm chăm sóc da,Chi tiêu
"Đóng khung hình, photo công chứng 134k bằng tiền mặt",134000,Khác,Chi tiêu
Reset 1.4tr,1375000,Khác,Chi tiêu
Mượn tiền mua sách 120k 120k hôm nay,120000,Mượn tiền,Thu nhập
Dây cáp mạng 120k ck,120000,4G,Chi tiêu
Mua caffe đi tòa 33k tiền,33000,Cafe,Chi tiêu
Thanh toán 2 cho 500k 500k,500000,Quà tặng,Thu nhập
Trail leo núi Dinh BR VT 298k tiền,298000,Giải trí,Chi tiêu
Đám cưới 500k ck,500000,Đám tiệc,Chi tiêu
Cho Hậu mượn 100k 100k bằng tiền mặt,100000,Mượn tiền,Thu nhập
200000,200000,Tạp phẩm,Chi tiêu
Sinh nhật Hậu vs a An vs chị Sương 300k tiền,300000,Đám tiệc,Chi tiêu
Nc tẩy  triệuang + srm + bông tẩy  triệuang 395 nghìn,395000,Mỹ phẩm chăm sóc da,Chi tiêu
Khám sức khỏe hồ sơ xin việc 120k bằng tiền mặt,120000,Sức khỏe,Chi tiêu
Bánh kem sinh nhật chị Nị 145k ck,145000,Đám tiệc,Chi tiêu
Làm răng 400k hôm nay,400000,Sức khỏe,Chi tiêu
2100000,2100000,Phiếu lương,Thu nhập
Hớt tóc 60 nghìn,60000,Hớt tóc,Chi tiêu
Thanh toán Hớt tóc 50k,50000,Hớt tóc,Chi tiêu
230000,230000,Giáo dục,Chi tiêu
Chụp hình 4x6 75k hôm nay,75000,Khác,Chi tiêu
Ăn uống 131k ck,131000,Tạp phẩm,Chi tiêu
2386000,2386000,Phiếu lương,Thu nhập
Nạp tiền dt 30k bằng tiền mặt,30000,Khác,Chi tiêu
Cupe Tiên cho 200k bằng tiền mặt,200000,Quà tặng,Thu nhập
